station,avg_boardings_per_day,latitude,longitude,agency
"President St-Medgar Evers College (2,5)",1879.0,40.667885,-73.95068,NYC Subway
"Sterling St (2,5)",3177.0,40.662743,-73.95085,NYC Subway
"Winthrop St (2,5)",3868.0,40.65665,-73.9502,NYC Subway
"Church Av (2,5)",4895.0,40.650845,-73.94958,NYC Subway
"Beverly Rd (2,5)",2690.0,40.6451,-73.94896,NYC Subway
"Newkirk Av-Little Haiti (2,5)",4166.0,40.63997,-73.94841,NYC Subway
"Flatbush Av-Brooklyn College (2,5)",11736.0,40.632835,-73.94764,NYC Subway
Bay Ridge Av (R),5035.0,40.634968,-74.02338,NYC Subway
Pelham Bay Park (6),3360.0,40.852463,-73.82812,NYC Subway
Buhre Av (6),2344.0,40.84681,-73.832565,NYC Subway
Middletown Rd (6),1289.0,40.843864,-73.83632,NYC Subway
Westchester Sq-E Tremont Av (6),1960.0,40.839893,-73.84295,NYC Subway
Zerega Av (6),1275.0,40.836487,-73.84704,NYC Subway
Castle Hill Av (6),3372.0,40.834255,-73.85122,NYC Subway
Parkchester (6),7246.0,40.833225,-73.86082,NYC Subway
St Lawrence Av (6),2135.0,40.83151,-73.867615,NYC Subway
Morrison Av-Soundview (6),3126.0,40.82952,-73.87452,NYC Subway
Elder Av (6),3022.0,40.828583,-73.87916,NYC Subway
77 St (R),3230.0,40.62974,-74.02551,NYC Subway
Whitlock Av (6),978.0,40.826527,-73.886284,NYC Subway
Hunts Point Av (6),4406.0,40.82095,-73.89055,NYC Subway
Longwood Av (6),1577.0,40.816105,-73.89644,NYC Subway
E 149 St (6),2292.0,40.81212,-73.9041,NYC Subway
E 143 St-St Mary's St (6),443.0,40.80872,-73.90765,NYC Subway
Cypress Av (6),1373.0,40.805367,-73.91404,NYC Subway
Brook Av (6),2533.0,40.807568,-73.91924,NYC Subway
3 Av-138 St (6),3850.0,40.810474,-73.92614,NYC Subway
Woodlawn (4),3747.0,40.886036,-73.87875,NYC Subway
Mosholu Pkwy (4),3321.0,40.87975,-73.88466,NYC Subway
86 St (R),6353.0,40.62269,-74.0284,NYC Subway
Bedford Park Blvd-Lehman College (4),2682.0,40.873413,-73.89006,NYC Subway
Kingsbridge Rd (4),4204.0,40.86776,-73.89717,NYC Subway
Fordham Rd (4),4339.0,40.862804,-73.90103,NYC Subway
183 St (4),2785.0,40.858406,-73.90388,NYC Subway
Burnside Av (4),5000.0,40.853455,-73.907684,NYC Subway
176 St (4),2732.0,40.84848,-73.9118,NYC Subway
Mt Eden Av (4),2433.0,40.844433,-73.91469,NYC Subway
170 St (4),3662.0,40.840076,-73.91779,NYC Subway
167 St (4),4555.0,40.835537,-73.9214,NYC Subway
Bay Ridge-95 St (R),3124.0,40.616623,-74.030876,NYC Subway
"138 St-Grand Concourse (4,5)",1928.0,40.813225,-73.92985,NYC Subway
"125 St (4,5,6)",10214.0,40.80414,-73.93759,NYC Subway
116 St (6),5815.0,40.79863,-73.94162,NYC Subway
110 St (6),5569.0,40.79502,-73.94425,NYC Subway
103 St (6),4791.0,40.7906,-73.94748,NYC Subway
96 St (6),6608.0,40.78567,-73.95107,NYC Subway
"86 St (4,5,6)",15888.0,40.77949,-73.95559,NYC Subway
77 St (6),10372.0,40.77362,-73.95988,NYC Subway
68 St-Hunter College (6),9089.0,40.768143,-73.96387,NYC Subway
"Broadway (N,W)",6078.0,40.76182,-73.92551,NYC Subway
33 St (6),9413.0,40.746082,-73.98208,NYC Subway
28 St (6),6774.0,40.74307,-73.98426,NYC Subway
23 St (6),8828.0,40.739864,-73.9866,NYC Subway
Astor Pl (6),4928.0,40.730053,-73.99107,NYC Subway
Spring St (6),2976.0,40.7223,-73.99714,NYC Subway
"7 Av (B,Q)",4485.0,40.67705,-73.97237,NYC Subway
"Wall St (4,5)",4774.0,40.707558,-74.01186,NYC Subway
"Bowling Green (4,5)",7411.0,40.70482,-74.01407,NYC Subway
Wakefield-241 St (2),2238.0,40.903126,-73.85062,NYC Subway
"Nereid Av (2,5)",1603.0,40.89838,-73.85438,NYC Subway
"233 St (2,5)",1941.0,40.893192,-73.857475,NYC Subway
"225 St (2,5)",1608.0,40.888023,-73.860344,NYC Subway
"Prospect Park (B,Q,S)",4491.0,40.661613,-73.96225,NYC Subway
"219 St (2,5)",1340.0,40.883896,-73.86263,NYC Subway
"Gun Hill Rd (2,5)",3065.0,40.87785,-73.86626,NYC Subway
"Burke Av (2,5)",1477.0,40.871357,-73.867165,NYC Subway
"Allerton Av (2,5)",2249.0,40.865463,-73.867355,NYC Subway
"Pelham Pkwy (2,5)",3517.0,40.857193,-73.867615,NYC Subway
"Bronx Park East (2,5)",1287.0,40.848827,-73.868454,NYC Subway
"E 180 St (2,5)",4686.0,40.841892,-73.87349,NYC Subway
"West Farms Sq-E Tremont Av (2,5)",2639.0,40.840294,-73.88005,NYC Subway
"174 St (2,5)",2844.0,40.837288,-73.88773,NYC Subway
"Freeman St (2,5)",2311.0,40.829994,-73.89187,NYC Subway
Parkside Av (Q),3566.0,40.655293,-73.961494,NYC Subway
"Simpson St (2,5)",3475.0,40.824074,-73.89307,NYC Subway
"Intervale Av (2,5)",1393.0,40.82218,-73.896736,NYC Subway
"Prospect Av (2,5)",2994.0,40.819584,-73.90177,NYC Subway
"Jackson Av (2,5)",2594.0,40.81649,-73.90781,NYC Subway
"3 Av-149 St (2,5)",9380.0,40.81611,-73.917755,NYC Subway
Harlem-148 St (3),1726.0,40.82388,-73.93647,NYC Subway
145 St (3),1467.0,40.82042,-73.93625,NYC Subway
"135 St (2,3)",4509.0,40.814228,-73.94077,NYC Subway
"125 St (2,3)",5445.0,40.807755,-73.945496,NYC Subway
"Church Av (B,Q)",6856.0,40.650528,-73.96298,NYC Subway
"116 St (2,3)",4226.0,40.802097,-73.94962,NYC Subway
"Central Park North (110 St) (2,3)",3379.0,40.799076,-73.95182,NYC Subway
Eastchester-Dyre Av (5),2201.0,40.8883,-73.83083,NYC Subway
Baychester Av (5),1613.0,40.878662,-73.83859,NYC Subway
Gun Hill Rd (5),2498.0,40.869526,-73.84638,NYC Subway
Pelham Pkwy (5),1701.0,40.858986,-73.85536,NYC Subway
Morris Park (5),1742.0,40.854362,-73.8605,NYC Subway
Flushing-Main St (7),31703.0,40.7596,-73.83003,NYC Subway
Mets-Willets Point (7),1127.0,40.754623,-73.84563,NYC Subway
111 St (7),6757.0,40.75173,-73.85533,NYC Subway
Beverley Rd (Q),2330.0,40.64403,-73.96449,NYC Subway
103 St-Corona Plaza (7),15330.0,40.749866,-73.8627,NYC Subway
Junction Blvd (7),15969.0,40.749146,-73.86953,NYC Subway
90 St-Elmhurst Av (7),11940.0,40.74841,-73.87661,NYC Subway
82 St-Jackson Hts (7),5861.0,40.747658,-73.8837,NYC Subway
69 St (7),3501.0,40.746326,-73.8964,NYC Subway
61 St-Woodside (7),9376.0,40.74563,-73.902985,NYC Subway
52 St (7),3871.0,40.74415,-73.91255,NYC Subway
46 St-Bliss St (7),7020.0,40.743134,-73.918434,NYC Subway
40 St-Lowery St (7),5312.0,40.743782,-73.92402,NYC Subway
Cortelyou Rd (Q),3600.0,40.640926,-73.96389,NYC Subway
33 St-Rawson St (7),3556.0,40.744587,-73.931,NYC Subway
"Queensboro Plaza (7,N,W)",5197.0,40.750584,-73.9402,NYC Subway
Hunters Point Av (7),1920.0,40.742214,-73.94891,NYC Subway
Vernon Blvd-Jackson Av (7),7972.0,40.742626,-73.95358,NYC Subway
"Newkirk Plaza (B,Q)",5525.0,40.635082,-73.96279,NYC Subway
34 St-Hudson Yards (7),6304.0,40.755882,-74.00191,NYC Subway
96 St (Q),7577.0,40.784317,-73.94715,NYC Subway
86 St (Q),9574.0,40.77789,-73.95179,NYC Subway
72 St (Q),10170.0,40.7688,-73.95843,NYC Subway
Avenue H (Q),2050.0,40.62927,-73.96164,NYC Subway
Avenue J (Q),2928.0,40.62504,-73.9608,NYC Subway
"36 Av (N,W)",3252.0,40.756805,-73.92957,NYC Subway
Avenue M (Q),3155.0,40.61762,-73.9594,NYC Subway
St George (SIR),4079.0,40.64375,-74.07365,NYC Subway
Tompkinsville (SIR),232.0,40.636948,-74.07484,NYC Subway
"Kings Hwy (B,Q)",10901.0,40.60867,-73.95773,NYC Subway
Avenue U (Q),3953.0,40.5993,-73.95593,NYC Subway
Neck Rd (Q),2773.0,40.595245,-73.95516,NYC Subway
"Sheepshead Bay (B,Q)",7416.0,40.586895,-73.954155,NYC Subway
"Brighton Beach (B,Q)",5862.0,40.57762,-73.96137,NYC Subway
Ocean Pkwy (Q),1713.0,40.576313,-73.9685,NYC Subway
"W 8 St-NY Aquarium (F,Q)",1123.0,40.576126,-73.97594,NYC Subway
"Coney Island-Stillwell Av (D,F,N,Q)",6983.0,40.577423,-73.98123,NYC Subway
9 Av (D),3244.0,40.646294,-73.99432,NYC Subway
"39 Av-Dutch Kills (N,W)",1724.0,40.75288,-73.932755,NYC Subway
Fort Hamilton Pkwy (D),2023.0,40.640915,-73.9943,NYC Subway
"14 St (F,M,1,2,3)/6 Av (L)",11732.0,40.738228,-73.99621,NYC Subway
"14 St-Union Sq (L,N,Q,R,W,4,5,6)",25611.0,40.735737,-73.98995,NYC Subway
"149 St-Grand Concourse (2,4,5)",4464.0,40.818375,-73.92735,NYC Subway
"161 St-Yankee Stadium (B,D,4)",11197.0,40.827995,-73.92565,NYC Subway
"168 St (A,C,1)",8949.0,40.840717,-73.93956,NYC Subway
"Court Sq (E,G,M,7)",10063.0,40.746555,-73.94383,NYC Subway
"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",29038.0,40.749718,-73.98782,NYC Subway
"4 Av (F,G)/9 St (R)",5484.0,40.67085,-73.988304,NYC Subway
"Bryant Pk (B,D,F,M)/5 Av (7)",9430.0,40.754223,-73.981964,NYC Subway
50 St (D),1457.0,40.63626,-73.99479,NYC Subway
"Grand Central-42 St (S,4,5,6,7)",48342.0,40.751778,-73.976845,NYC Subway
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",68169.0,40.75731,-73.987495,NYC Subway
"Lexington Av-53 St (E,M)/51 St (6)",13974.0,40.757553,-73.969055,NYC Subway
"Lexington Av (N,R,W)/59 St (4,5,6)",12923.0,40.76266,-73.967255,NYC Subway
"59 St-Columbus Circle (A,B,C,D,1)",20634.0,40.768295,-73.981735,NYC Subway
New Utrecht Av (N)/62 St (D),2626.0,40.626472,-73.996895,NYC Subway
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",31844.0,40.746643,-73.891335,NYC Subway
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",17700.0,40.68446,-73.97689,NYC Subway
"14 St (A,C,E)/8 Av (L)",11670.0,40.740894,-74.00169,NYC Subway
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",9316.0,40.725914,-73.99466,NYC Subway
55 St (D),799.0,40.631435,-73.995476,NYC Subway
"Court St (R)/Borough Hall (2,3,4,5)",11768.0,40.69322,-73.99,NYC Subway
"Broadway Junction (A,C,J,L,Z)",3920.0,40.678333,-73.90532,NYC Subway
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",8176.0,40.71324,-74.0034,NYC Subway
"Canal St (J,N,Q,R,W,Z,6)",10302.0,40.71953,-73.99989,NYC Subway
"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",17362.0,40.71411,-74.00858,NYC Subway
"Delancey St (F)/Essex St (J,M,Z)",9981.0,40.718613,-73.987434,NYC Subway
"Franklin Av (2,3,4,5)/Botanic Garden (S)",7350.0,40.67068,-73.95813,NYC Subway
"Franklin Av (C,S)",2308.0,40.68138,-73.95685,NYC Subway
"Fulton St (A,C,J,Z,2,3,4,5)",27293.0,40.710373,-74.00758,NYC Subway
Lorimer St (L)/Metropolitan Av (G),6549.0,40.71406,-73.95027,NYC Subway
"Myrtle-Wyckoff Avs (L,M)",11802.0,40.699814,-73.91158,NYC Subway
"South Ferry (1)/Whitehall St (R,W)",10102.0,40.703087,-74.01299,NYC Subway
"Jay St-MetroTech (A,C,F,R)",13166.0,40.69218,-73.98594,NYC Subway
71 St (D),3234.0,40.61959,-73.99886,NYC Subway
79 St (D),4081.0,40.613503,-74.00061,NYC Subway
18 Av (D),3657.0,40.607952,-74.00174,NYC Subway
20 Av (D),3001.0,40.604557,-73.99817,NYC Subway
Bay Pkwy (D),4213.0,40.601875,-73.99373,NYC Subway
25 Av (D),2757.0,40.597706,-73.98683,NYC Subway
Bay 50 St (D),1801.0,40.58884,-73.983765,NYC Subway
8 Av (N),6062.0,40.635063,-74.01172,NYC Subway
Fort Hamilton Pkwy (N),4090.0,40.631386,-74.00535,NYC Subway
18 Av (N),2752.0,40.62067,-73.99042,NYC Subway
20 Av (N),3280.0,40.61741,-73.98502,NYC Subway
Bay Pkwy (N),4181.0,40.611816,-73.98185,NYC Subway
Kings Hwy (N),3640.0,40.603924,-73.980354,NYC Subway
Avenue U (N),2184.0,40.597473,-73.97913,NYC Subway
86 St (N),1483.0,40.59272,-73.97823,NYC Subway
"5 Av/59 St (N,R,W)",3780.0,40.764812,-73.97335,NYC Subway
"121 St (J,Z)",1263.0,40.700493,-73.82829,NYC Subway
111 St (J),1480.0,40.69742,-73.83634,NYC Subway
"104 St (J,Z)",1713.0,40.69518,-73.84433,NYC Subway
"Woodhaven Blvd (J,Z)",2511.0,40.69388,-73.85158,NYC Subway
85 St-Forest Pkwy (J),1169.0,40.692436,-73.86001,NYC Subway
"75 St-Elderts Ln (J,Z)",1998.0,40.691322,-73.86714,NYC Subway
Cypress Hills (J),467.0,40.68994,-73.87255,NYC Subway
"Crescent St (J,Z)",1845.0,40.683193,-73.87379,NYC Subway
"Norwood Av (J,Z)",1343.0,40.68141,-73.880035,NYC Subway
Cleveland St (J),1275.0,40.679947,-73.884636,NYC Subway
"57 St-7 Av (N,Q,R,W)",9391.0,40.764664,-73.98066,NYC Subway
"Van Siclen Av (J,Z)",1519.0,40.678024,-73.891685,NYC Subway
Alabama Av (J),885.0,40.67699,-73.89865,NYC Subway
"Chauncey St (J,Z)",1350.0,40.68289,-73.91045,NYC Subway
Halsey St (J),3129.0,40.68637,-73.91656,NYC Subway
"Gates Av (J,Z)",3462.0,40.68963,-73.92227,NYC Subway
Kosciuszko St (J),3090.0,40.69334,-73.92882,NYC Subway
"Myrtle Av (M,J,Z)",5489.0,40.69721,-73.93565,NYC Subway
"Flushing Av (M,J)",2905.0,40.70026,-73.941124,NYC Subway
"Lorimer St (M,J)",1650.0,40.70387,-73.94741,NYC Subway
RI Tramway (Manhattan),2012.0,40.761337,-73.96416,NYC Subway
RI Tramway (Roosevelt),2072.0,40.75734,-73.95412,NYC Subway
18th,1197.934426229508,41.857908,-87.669147,Chicago CTA
35-Bronzeville-IIT,859.4781420765028,41.831677,-87.625826,Chicago CTA
35th/Archer,1475.8934426229507,41.829353,-87.680622,Chicago CTA
43rd,458.3087431693989,41.816462,-87.619021,Chicago CTA
47th-Dan Ryan,1271.9289617486338,,,Chicago CTA
47th-South Elevated,502.1502732240437,,,Chicago CTA
51st,475.09289617486337,41.80209,-87.618487,Chicago CTA
54th/Cermak,1394.74043715847,41.85177331,-87.75669201,Chicago CTA
63rd-Dan Ryan,1218.983606557377,,,Chicago CTA
69th,2103.4234972677596,41.768367,-87.625724,Chicago CTA
79th,2780.366120218579,41.750419,-87.625112,Chicago CTA
87th,1566.775956284153,41.735372,-87.624717,Chicago CTA
95th/Dan Ryan,3957.699453551913,41.722377,-87.624342,Chicago CTA
Adams/Wabash,3647.6830601092897,41.879507,-87.626037,Chicago CTA
Addison-Brown,1020.0273224043716,41.947028,-87.674642,Chicago CTA
Addison-North Main,5407.248633879782,,,Chicago CTA
Addison-O'Hare,1470.5573770491803,,,Chicago CTA
Argyle,2464.7240437158466,41.973453,-87.65853,Chicago CTA
Armitage,2306.6147540983607,41.918217,-87.652644,Chicago CTA
Ashland-Lake,1716.0573770491803,41.885269,-87.666969,Chicago CTA
Ashland-Orange,966.5136612021857,41.839234,-87.665317,Chicago CTA
Ashland/63rd,521.983606557377,41.77886,-87.663766,Chicago CTA
Austin-Forest Park,543.8333333333334,,,Chicago CTA
Austin-Lake,822.3633879781421,,,Chicago CTA
Belmont-North Main,6281.92349726776,,,Chicago CTA
Belmont-O'Hare,2868.065573770492,,,Chicago CTA
Berwyn,0.0,41.977984,-87.658668,Chicago CTA
Bryn Mawr,1469.3251366120219,41.983504,-87.65884,Chicago CTA
California-Cermak,935.3060109289617,41.854109,-87.694774,Chicago CTA
California-Lake,625.3770491803278,,,Chicago CTA
California/Milwaukee,2738.459016393442,,,Chicago CTA
Central Park,676.6065573770492,41.853839,-87.714842,Chicago CTA
Central-Evanston,349.88524590163934,,,Chicago CTA
Central-Lake,1087.483606557377,,,Chicago CTA
Cermak-Chinatown,3092.8278688524592,41.853206,-87.630968,Chicago CTA
Cermak-McCormick Place,1198.8169398907105,41.853115,-87.626402,Chicago CTA
Chicago/Franklin,3408.934426229508,,,Chicago CTA
Chicago/Milwaukee,2149.1065573770493,,,Chicago CTA
Chicago/State,6859.412568306011,,,Chicago CTA
Cicero-Cermak,801.9617486338799,41.85182,-87.745336,Chicago CTA
Cicero-Forest Park,517.672131147541,41.871574,-87.745154,Chicago CTA
Cicero-Lake,646.3387978142076,,,Chicago CTA
Clark/Division,4434.661202185792,41.90392,-87.631412,Chicago CTA
Clark/Lake,7654.333333333333,41.885737,-87.630886,Chicago CTA
Clinton-Forest Park,1551.830601092896,,,Chicago CTA
Clinton-Lake,2148.6147540983607,,,Chicago CTA
Conservatory,522.639344262295,41.884904,-87.716523,Chicago CTA
Cumberland,1810.396174863388,41.984246,-87.838028,Chicago CTA
Damen-Brown,1371.1448087431693,41.966286,-87.678639,Chicago CTA
Damen-Cermak,983.3387978142076,41.854517,-87.675975,Chicago CTA
Damen-Lake,604.3478260869565,,,Chicago CTA
Damen/Milwaukee,3348.1939890710382,,,Chicago CTA
Davis,1519.8934426229507,42.04771,-87.683543,Chicago CTA
Dempster,402.0710382513661,42.041655,-87.681602,Chicago CTA
Dempster-Skokie,715.2267759562842,42.038951,-87.751919,Chicago CTA
Diversey,2626.9262295081967,41.932732,-87.653131,Chicago CTA
Division/Milwaukee,3260.1065573770493,,,Chicago CTA
East 63rd-Cottage Grove,517.1639344262295,41.780309,-87.605857,Chicago CTA
Forest Park,1033.587431693989,41.874257,-87.817318,Chicago CTA
Foster,370.05737704918033,42.05416,-87.68356,Chicago CTA
Francisco,785.0191256830601,41.966046,-87.701644,Chicago CTA
Fullerton,6853.915300546448,41.925051,-87.652866,Chicago CTA
Garfield-Dan Ryan,1537.2213114754097,,,Chicago CTA
Garfield-South Elevated,600.7213114754098,,,Chicago CTA
Grand/Milwaukee,1814.2868852459017,,,Chicago CTA
Grand/State,5996.96174863388,,,Chicago CTA
Granville,2067.314207650273,41.993664,-87.659202,Chicago CTA
Halsted-Orange,1438.3551912568305,41.84678,-87.648088,Chicago CTA
Halsted/63rd,274.0792349726776,,,Chicago CTA
Harlem-Forest Park,333.6092896174863,41.87349,-87.806961,Chicago CTA
Harlem-Lake,1781.5273224043715,,,Chicago CTA
Harlem-O'Hare,1274.7486338797814,41.98227,-87.8089,Chicago CTA
Harrison,2209.7240437158466,41.874039,-87.627479,Chicago CTA
Howard,2834.1830601092897,42.019063,-87.672892,Chicago CTA
Indiana,342.1338797814208,41.821732,-87.621371,Chicago CTA
Irving Park-Brown,1389.8251366120219,41.954521,-87.674868,Chicago CTA
Irving Park-O'Hare,2219.404371584699,,,Chicago CTA
Jackson/Dearborn,2979.377049180328,,,Chicago CTA
Jackson/State,3492.0683060109286,,,Chicago CTA
Jarvis,917.603825136612,42.015876,-87.669092,Chicago CTA
Jefferson Park,3807.6857923497264,41.970634,-87.760892,Chicago CTA
Kedzie-Brown,1131.9535519125684,41.965996,-87.708821,Chicago CTA
Kedzie-Cermak,738.3442622950819,41.853964,-87.705408,Chicago CTA
Kedzie-Homan-Forest Park,790.4016393442622,,,Chicago CTA
Kedzie-Lake,601.6639344262295,,,Chicago CTA
Kedzie-Midway,1875.745901639344,,,Chicago CTA
Kimball,2349.478142076503,41.967901,-87.713065,Chicago CTA
King Drive,233.96448087431693,41.78013,-87.615546,Chicago CTA
Kostner,261.1967213114754,41.853751,-87.733258,Chicago CTA
LaSalle,1477.896174863388,41.875568,-87.631722,Chicago CTA
LaSalle/Van Buren,1316.1830601092895,41.8768,-87.631739,Chicago CTA
Lake/State,9295.478142076503,,,Chicago CTA
Laramie,553.2021857923497,41.887163,-87.754986,Chicago CTA
Lawrence,0.0,41.969139,-87.658493,Chicago CTA
Library,2128.2868852459014,,,Chicago CTA
Linden,468.77049180327873,42.073153,-87.69073,Chicago CTA
Logan Square,3590.0491803278687,41.929728,-87.708541,Chicago CTA
Loyola,2927.5628415300544,42.001073,-87.661061,Chicago CTA
Main,523.4153005464481,42.033456,-87.679538,Chicago CTA
Medical Center,1130.1666666666665,,,Chicago CTA
Merchandise Mart,3232.1147540983607,41.888969,-87.633924,Chicago CTA
Midway Airport,4370.1557377049185,,,Chicago CTA
Monroe/Dearborn,3015.002732240437,,,Chicago CTA
Monroe/State,3410.4863387978144,,,Chicago CTA
Montrose-Brown,1216.7540983606557,41.961756,-87.675047,Chicago CTA
Montrose-O'Hare,1330.6010928961748,,,Chicago CTA
Morgan-Lake,3022.9316939890714,,,Chicago CTA
Morse,2259.669398907104,42.008362,-87.665909,Chicago CTA
North/Clybourn,2896.2868852459014,41.910655,-87.649177,Chicago CTA
Noyes,445.8688524590164,42.058282,-87.683337,Chicago CTA
O'Hare Airport,8554.819672131147,,,Chicago CTA
Oak Park-Forest Park,465.3114754098361,,,Chicago CTA
Oak Park-Lake,666.3907103825137,,,Chicago CTA
Oakton-Skokie,368.88797814207646,42.02624348,-87.74722084,Chicago CTA
Paulina,1440.0027322404371,41.943623,-87.670907,Chicago CTA
Polk,1769.5027322404371,41.871551,-87.66953,Chicago CTA
Pulaski-Cermak,669.6202185792349,41.853732,-87.724311,Chicago CTA
Pulaski-Forest Park,612.0819672131147,41.873797,-87.725663,Chicago CTA
Pulaski-Lake,775.2950819672132,,,Chicago CTA
Pulaski-Orange,2573.530054644809,41.799756,-87.724493,Chicago CTA
Quincy/Wells,3657.4398907103823,,,Chicago CTA
Racine,594.3469945355191,41.87592,-87.659458,Chicago CTA
Ridgeland,574.2185792349726,41.887159,-87.783661,Chicago CTA
Rockwell,838.7950819672132,41.966115,-87.6941,Chicago CTA
Roosevelt,6521.918032786884,41.8673785311,-87.6270314058,Chicago CTA
Rosemont,3394.8278688524592,41.983507,-87.859388,Chicago CTA
Sedgwick,2231.7349726775956,41.910409,-87.639302,Chicago CTA
Sheridan,2322.5491803278687,41.953775,-87.654929,Chicago CTA
South Boulevard,327.42349726775956,42.027612,-87.678329,Chicago CTA
Southport,1899.2814207650272,41.943744,-87.663619,Chicago CTA
Sox-35th-Dan Ryan,2110.3551912568305,,,Chicago CTA
State/Lake,7015.071038251366,,,Chicago CTA
Thorndale,1647.5218579234972,41.990259,-87.659076,Chicago CTA
UIC-Halsted,2762.158469945355,41.875474,-87.649707,Chicago CTA
Washington/Dearborn,6446.898907103825,,,Chicago CTA
Washington/Wabash,5749.819672131147,41.88322,-87.626189,Chicago CTA
Washington/Wells,3462.483606557377,41.882695,-87.63378,Chicago CTA
Wellington,1532.385245901639,41.936033,-87.653266,Chicago CTA
Western-Brown,1817.1857923497269,41.966163,-87.688502,Chicago CTA
Western-Cermak,768.6120218579235,41.854225,-87.685129,Chicago CTA
Western-Forest Park,546.6475409836065,41.875478,-87.688436,Chicago CTA
Western-Orange,2018.1311475409836,41.804546,-87.684019,Chicago CTA
Western/Milwaukee,2744.685792349727,,,Chicago CTA
Wilson,4820.133879781421,41.965481568,-87.6579258145,Chicago CTA
